"ID","ClassName","LastEdited","Created","Title","Question","Description","AnswerFieldType","QuestionnaireID","SortOrder","TaskID"
449,"NZTA\SDLT\Model\Question","2020-05-20 14:55:55","2020-03-02 08:08:02","Risk Impact Assessment","Determining the potential impacts of a risk","<p>In the previous SRA process, risk was determined by asking the delivery team to pick from a set of consequences in a <a href=""https://infohub.example.co.nz/otcs/cs.dll?func=ll&amp;objaction=overview&amp;objid=38730114"">5x5 matrix</a>. This was problematic, as it required in-depth knowledge of potential consequences to the Agency. Many times, the delivery team did not have enough familiarity with the Agency to adequately determine potential consequences.</p><p>The Security team have worked to classify the Transport Agency systems based on criticality and potential impacts in the event of a security incident. This new pre-classification is used as the 'Impact' level when assigning risks to deliverables. As a user of the DSRA, you will be asked to select the types of data and systems you're reading/writing. The SDLT will then assign the predetermined risk levels for you.</p><p>Completion of the Risk Impact Assessment task will require you to have knowledge of the types of data you'll be working with (e.g. first name, last name, date of birth) and the systems you'll be reading from/writing to (e.g. DLR, MVR, CPS). Then it'll take &lt;5 minutes to determine the risk level of your deliverable.</p><p>Your solution will be assigned risk impact levels that have been calculated based on the worst-case consequence to the Agency in the event of a major security incident.</p><p>&nbsp;</p>","action",0,114,52
450,"NZTA\SDLT\Model\Question","2020-05-20 15:01:41","2020-03-02 08:12:26","Control Validation Audit","Attesting to and auditing the implementation of controls","<p>A Control Validation Audit (CVA) task is where verification of control implementation is done. Previously, the Transport Agency would engage an external vendor to undertake the CVA. This process has been time consuming and expensive. The new DSRA process is going to rely firstly on self-attestation by the delivery team, with manual audits undertaken based on residual risk levels.</p><p>The CVA task will provide a list of controls that are to be implemented. You will need to determine what controls are applicable to your deliverable; and what controls you want to implement to lower your risk rating. Each control implemented will lower the likelihood and impact ratings for your deliverable. You can see the amount of reduction each control has in the Digital Security Risk Assessment task.</p><p>Within the CVA, you will see a list of controls, a plain English description of what that control is and why it's important, and some implementation guidance on how to implement it within the context of the Transport Agency and it's Enterprise Architecture. By changing the implementation status of each control to wither 'Yes', 'No' or 'Not Applicable' and selecting 'Submit'; you will cause the DSRA to automatically update it's values providing a live view of the current risk for your deliverable.</p><p>As part of your delivery it is recommended that you go through the Control Validation Task first to mark all of the controls ""Not Applicable"" that do not apply. This will give you a list of controls that will be scored in the DSRA allowing you to shop-down risk.</p><p><strong>Note: The controls will not show up in the DSRA until you go into the Control Validation Audit at least once and click the ""Submit"" button at the very bottom. </strong></p>","action",0,116,52
451,"NZTA\SDLT\Model\Question","2020-05-20 14:59:13","2020-03-02 08:12:57","Security Risk Assessment","Having a live view of risk","<p>The Digital Security Risk Assessment (DSRA) task is an informational task. It will show a table of risks, ratings and recommended treatments (controls to be implemented). The DSRA is based on a mathematical model that attempts to provide a quantitative approach to risk assessment, reduction and reporting. This means that the DSRA cannot be manually overridden by a member of the Security team. It is the responsibility of the person(s) completing the delivery to implement sufficient controls to bring the current risk rating down to low.</p><p>Updating of the DSRA is done by changing the implementation status of a control from 'No' to 'Yes' or 'Not Applicable' in the Control Validation Audit task. The DSRA is live, in that it shows the exact representation of risk based on the initially assessed impacts and current state of control implementation.</p><p>When you're happy with the level of risk the delivery has obtained, you can 'Finalize'. The DSRA will not be updated after you click the Finalize button. The finalized value is what will be presented for acceptance by the business owner.</p>","action",0,117,52
452,"NZTA\SDLT\Model\Question","2020-05-20 14:53:58","2020-03-02 08:17:11","Finish","All done","<p>The SDLT will now create the appropriate digital security risk assessment tasks.</p>","action",0,118,52
453,"NZTA\SDLT\Model\Question","2020-05-20 14:54:05","2020-03-02 08:19:12","Component Selection","Breaking down the deliverable into components","<p><em>Note: This functionality is still being built out. It will be implemented at a later date, but it is important to understand how controls are assigned to your deliverable, so please ensure you read this as well.</em></p><p>The SDLT breaks a deliverable down into different logical components called 'product aspects' (e.g. database, website, mobile app). Each product aspect is made up of multiple technology components (e.g. SQL Server, Web Server, Azure Functions). The SDLT supports the creation of control sets for each type of technology component. This allows the SDLT to assign controls to a deliverable that are relevant to the work being done.</p><p>By implementing the concept of a product aspect, the SDLT allows you to assign different controls to different parts of your solution. This better helps track the implementation of controls across large and complex solutions. You can differentiate between the multi-factor implementation on your back-end servers vs the website for customers.</p><p>At present, the SDLT will not assign controls of product aspects. The Transport Agencies Baseline Control set is being used as a starter-for-ten to validate this process. In the future, we'll swap to a product aspect and component based control system.</p><p>&nbsp;</p>","action",0,115,0
454,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2020-03-02 11:25:02","Release Notes","Please provide links to the release notes for this change","<p>Please provide links to the release notes for this change. The release notes should contain a list of changes that are going to be implemented as part of this release.</p><p>If you do not have any release notes available, please enter ""no release notes"".</p>","input",4,4,0
455,"NZTA\SDLT\Model\Question","2020-03-10 14:25:00","2020-03-10 14:15:54","Information","What is Web Security Configuration?","<p>As a Government Agency, the Transport Agency must ensure web facing services and websites have been configured to security standards in line with the New Zealand Information Security Manual. Requirements outlined by the Government Communication Security Bureau (GCSB) can be easily configured and verified with the right tools.</p><p>This task will get you to verify your Encryption and Security configurations by using openly available and free tools. These checks can be done by any person(s) technical, or not. Both websites provide information on how to quickly and easily remediate any findings. Your web facing services must achieve an 'A' or 'A+' rating on both websites.</p><p>The first site, <a href=""https://www.ssllabs.com/ssltest/"">Qualys's SSL Labs</a> will check the configuration of your encryption setup. This check will take approximately two minutes to complete against your website and provide immediate results.</p><p>The second site, <a href=""https://securityheaders.com/"">Security Headers</a> will check what security options have been configured on your web server to protect customers from potential attacks and hi-jacks. This check will take approximately 30 seconds to complete.</p><p>Please feel free to run these checks against testing, staging, pre-production and production environments to ensure all of your environments are safe.</p><p>If you have any questions about this, please reach out to the Transport Agencies Security Architecture team (security.architects@example.co.nz).</p>","action",0,119,54
456,"NZTA\SDLT\Model\Question","2020-03-10 14:30:22","2020-03-10 14:23:34","SSL/TLS Check","SSL/TLS Checks","<p>Please go to the website <a href=""https://www.ssllabs.com/"">https://www.ssllabs.com/</a> and click ""Test your site"". Enter the URL for your web site, tick ""Do not show the results on the boards"" and click ""Submit"".</p><p>If you receive a rating that is not 'A' or 'A+', please engage your web hosting provider to get their server configurations updated.</p>","input",0,121,54
457,"NZTA\SDLT\Model\Question","2020-03-10 14:30:22","2020-03-10 14:26:52","HTTP Headers","HTTP Headers Check","<div class=""description"">
<p>Please go to the website <a href=""https://securityheaders.com/"">https://securityheaders.com/</a> and enter the URL for your web site, tick ""Hide results"" and click ""Scan"".</p>
<p>If you receive a rating that is not 'A' or 'A+', please engage your web hosting provider to get their server configurations updated.</p>
</div>","input",0,122,54
458,"NZTA\SDLT\Model\Question","2020-03-10 14:30:22","2020-03-10 14:27:51","Finished","Finished","<p>Please click 'Finish' to complete this task. You can click on the previous questions in the left-side list to go back and update information.</p>","action",0,123,54
459,"NZTA\SDLT\Model\Question","2020-03-10 14:30:22","2020-03-10 14:30:10","Public URL","Please provide the public URL for the pre-production and/or production system being checked.","<p>This URL will be verified by the Security Architecture team against the results prior to approving the submission. Please ensure the URL is valid and accessible from both inside and outside of the Agency.</p>","input",0,120,54
460,"NZTA\SDLT\Model\Question","2020-05-18 14:22:20","2020-05-18 14:22:20","Description and Overview","Give a description and overview","","input",0,124,43
461,"NZTA\SDLT\Model\Question","2020-05-18 14:22:20","2020-05-18 14:22:20","Customer-Centric","Customer-Centric","<p>Success for public sector staff and agencies means being customer-centred in our thinking. We need to ensure that any changes&nbsp;&nbsp;consider the impacts&nbsp;on our customers. Customer centricity&nbsp;is one of&nbsp;our design principles. Customers include internal and external customers, stakeholders&nbsp;and staff.</p>","input",0,125,43
462,"NZTA\SDLT\Model\Question","2020-05-18 14:22:21","2020-05-18 14:22:20","Information & Data Governance","Information & Data Governance","<p>What are the roles that undertake the following responsibilities.</p>","input",0,126,43
463,"NZTA\SDLT\Model\Question","2020-05-18 14:22:21","2020-05-18 14:22:21","Does the solution use External information/data?","Does the solution use External information/data?","<p>Does the solution receive data from another organisation, like a Vendor or another government organisation?</p>","action",0,127,43
464,"NZTA\SDLT\Model\Question","2020-05-18 14:22:21","2020-05-18 14:22:21","External Information/Data Agreement ","External Information/Data Agreement ","<p>This section is to ensure that we understand and adhere to all legal restrictions placed on the use of external information/data. External information/data are obtained from external sources, like a vendor or another government organisation.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","input",0,128,43
465,"NZTA\SDLT\Model\Question","2020-05-18 14:22:22","2020-05-18 14:22:22","Data Sources","Underlying Data","<p>At Waka Kotahi one of our strengths is our data, and how well we understand and managed that data. In this section we want to understand the data requirements for your solution and how it will be used.</p>","input",0,129,43
466,"NZTA\SDLT\Model\Question","2020-05-18 14:22:22","2020-05-18 14:22:22","Open Information Culture","Open Information Culture","<p>For the Agency, our data and information is designed to be open and shared by default unless there are conditions which prevent this. We treat information security seriously at Waka Kotahi. In the project space, we capture our conditions around the release of data.</p>","input",0,130,43
467,"NZTA\SDLT\Model\Question","2020-05-18 14:22:23","2020-05-18 14:22:23","Data Retention and Disaster Recovery","Data Retention and Disaster Recovery","<p><span>At Waka Kotahi information/data is a critical part of our ability to perform our duty, we always need to ensure that our information/data is managed appropriately.&nbsp;Our information / data is trusted, authoritative, protected and well-managed throughout its lifecycle. </span></p><p><span>To identify the appropriate retention period and disposal action for the information / data you are working with, please refer to the Agency Retention and Disposal Schedule. <a href=""https://infohub.example.co.nz/otcs/cs.dll/properties/10491379"">https://infohub.example.co.nz/otcs/cs.dll/properties/10491379</a></span></p><p><span>A&nbsp;</span><em>disaster recovery plan</em><span>&nbsp;(DRP) is a documented, structured approach that describes how an organisation can quickly resume work after an unplanned incident. A DRP is an essential part of a business continuity&nbsp;</span><em>plan</em><span>&nbsp;(BCP).</span></p><p>&nbsp;</p>","input",0,131,43
468,"NZTA\SDLT\Model\Question","2020-05-18 14:22:23","2020-05-18 14:22:23","Do you want to attached more supporting documents?","Are there more supporting documents?","","action",0,132,43
469,"NZTA\SDLT\Model\Question","2020-05-18 14:22:23","2020-05-18 14:22:23","Supporting documentation","Supporting documentation","","input",0,133,43
470,"NZTA\SDLT\Model\Question","2020-05-18 14:22:23","2020-05-18 14:22:23","Finish","Finish","<p>Thank you for completing the IDMA questions, someone from the Data and Information team will contact you within the next few days.</p>","action",0,134,43
471,"NZTA\SDLT\Model\Question","2020-05-20 15:46:45","2020-05-20 13:57:59","Information","Information","<p>This questionnaire will approximate the level of potential Impact/Consequence your deliverable poses to the Transport Agency if a major Security incident were to occur. The Impact assessment will use pre-determined classifications of Transport Agency data and systems to determine the initial impact rating.</p><p>As there is no correlation between the size of a change and the level of risk introduced, the ratings have been defined using the ""New Zealand Government Business Impact Levels of Protective Security Risks"" and internal Criticality assessments.</p><p><strong>How does this work?</strong></p><p>If you select ""Motor Vehicle Register (MVR)"" as a system you will be reading to or writing from, then your deliverable will be included the classified risk impacts of MVR.</p><p>This means that by reading data from MVR, you're at risk of causing Information Disclosure (Information Leak or Privacy Breach) from MVR. If you're writing data to MVR, then you're at risk of changing the Accuracy of Information in MVR (Information Modification).</p><p>While your system maybe limited to reading or writing specific information, the connection between your system and MVR opens that line of communication that could be exploited by a malicious person(s).</p><p><strong>What does this mean for my delivery?</strong></p><p>While you will likely see a much higher risk impact rating from this process than the previous manual process, the end-to-end Digital Security Risk Assessment (DSRA) provides you clear information on how to reduce your overall risk level to a ""Low"" that would be acceptable to the Agency.</p>","action",0,135,0
472,"NZTA\SDLT\Model\Question","2020-05-20 15:46:45","2020-05-20 13:58:01","Data","What data will you be interacting with?","<p>Please ensure you tick all boxes that have fields that your solution/feature/change will be <strong>transmitting</strong>, <strong>storing</strong> or <strong>receiving</strong>.</p>","input",0,136,0
473,"NZTA\SDLT\Model\Question","2020-05-20 15:46:45","2020-05-20 13:58:04","System","What systems will you be interacting with?","<p>Please ensure you tick all boxes that have systems that your solution/feature/change will be <strong>transmitting to</strong>, <strong>storing in</strong> or <strong>receiving from</strong>.</p><p>Please include any systems where you will be making code or configuration changes.</p>","input",0,137,0
474,"NZTA\SDLT\Model\Question","2020-05-20 13:59:52","2020-05-20 13:59:52","Add DSRA","Add DSRA","<p>Add DSRA</p>","action",7,138,0
475,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2020-05-20 15:06:45","Security Risk Assessment","Security Risk Assessment Required","<p>As this change is a significant change, you will be required to complete a Digital Security Risk Assessment.</p><p>The Transport Agency uses a new Digital Security Risk Assessment (DSRA) methodology. If you're familiar with this approach and do not need the Tutorial please click 'Ok'. If you would like the Tutorial to give you some background information on how to use the DSRA please click the 'With Tutorial' button.</p>","action",4,18,0
476,"NZTA\SDLT\Model\Question","2020-05-20 15:46:45","2020-05-20 15:46:45","Information","Information","<p>This questionnaire will approximate the level of potential Impact/Consequence your deliverable poses to the Transport Agency if a major Security incident were to occur. The Impact assessment will use pre-determined classifications of Transport Agency data and systems to determine the initial impact rating.</p><p>As there is no correlation between the size of a change and the level of risk introduced, the ratings have been defined using the ""New Zealand Government Business Impact Levels of Protective Security Risks"" and internal Criticality assessments.</p><p><strong>How does this work?</strong></p><p>If you select ""Motor Vehicle Register (MVR)"" as a system you will be reading to or writing from, then your deliverable will be included the classified risk impacts of MVR.</p><p>This means that by reading data from MVR, you're at risk of causing Information Disclosure (Information Leak or Privacy Breach) from MVR. If you're writing data to MVR, then you're at risk of changing the Accuracy of Information in MVR (Information Modification).</p><p>While your system maybe limited to reading or writing specific information, the connection between your system and MVR opens that line of communication that could be exploited by a malicious person(s).</p><p><strong>What does this mean for my delivery?</strong></p><p>While you will likely see a much higher risk impact rating from this process than the previous manual process, the end-to-end Digital Security Risk Assessment (DSRA) provides you clear information on how to reduce your overall risk level to a ""Low"" that would be acceptable to the Agency.</p>","action",0,139,50
477,"NZTA\SDLT\Model\Question","2020-05-20 15:46:47","2020-05-20 15:46:47","Data","What data will you be interacting with?","<p>Please ensure you tick all boxes that have fields that your solution/feature/change will be <strong>transmitting</strong>, <strong>storing</strong> or <strong>receiving</strong>.</p>","input",0,140,50
478,"NZTA\SDLT\Model\Question","2020-05-20 15:46:50","2020-05-20 15:46:50","System","What systems will you be interacting with?","<p>Please ensure you tick all boxes that have systems that your solution/feature/change will be <strong>transmitting to</strong>, <strong>storing in</strong> or <strong>receiving from</strong>.</p><p>Please include any systems where you will be making code or configuration changes.</p>","input",0,141,50
479,"NZTA\SDLT\Model\Question","2020-05-29 13:39:40","2020-05-29 13:39:40","Information","Information","<p>This task requires that you provide the release notes for this change. This task has been spawned as you were unable to provide them at the time of completing the initial questionnaire.</p><p>&nbsp;</p>","action",0,142,56
480,"NZTA\SDLT\Model\Question","2020-05-29 13:41:02","2020-05-29 13:41:02","Release Notes","Please provide the release notes","<p>Please provide the release notes.</p><p>You can copy+paste the contents of the release notes if they're small,</p><p>or</p><p>you can provide links to the release notes where they're accessible to the Security team for review on InfoHub or Confluence.</p>","input",0,143,56
481,"NZTA\SDLT\Model\Question","2020-05-29 13:43:29","2020-05-29 13:43:00","Release Notes Known","Do you currently have release notes for this deliverable?","<p>If you have the release notes, please click ""Yes"". You'll be asked in the next question to provide the release notes as part of this submission.</p><p>If you do not have the release notes, please click ""No"". A Release Notes will be created at the end of the submission for you to provide them prior to submitting for approval.</p>","action",4,3,0
482,"NZTA\SDLT\Model\Question","2020-06-04 08:46:16","2020-06-04 08:45:29","Security Architect","What security architect have you been working with for this delivery?","<p>If you have been working with a security architect who has knowledge of this delivery, please put their name in the box. First name only is fine.</p>","input",5,23,0
483,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Data Sovereignty","Do you deliver your services from one of the following countries (NZ, Australia, Ireland)?","<p>Please specify the country(ies) where you have a physical office or employees working remotely that will provide services to the Agency.</p>","input",0,145,57
484,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Data Sovereignty","Please list the country where the Agency's data will be stored (including backups, HAs, etc.).","<p>Please list the country where the Agency's data will be stored (including backups, HAs, etc.).</p><p>Ensure all countries that you have cloud offerings located in, that are connected to, receive data from, transmit data to or store information in are listed.</p>","input",0,146,57
485,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Data Sovereignty","Please list any third-party provider organisations that you rely on to provide your services
","<p>Please list the third party and the country from where they provide the services to your organisation.</p><p>If you're using Amazon, Microsoft or Google, do not worry about specifying the countries.</p>","input",0,147,57
486,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Privacy","Use of Personal Information (PI) and Personally Identifiable Information (PII)
","<p>Please provide a link to your privacy policy. Ensure this policy clearly outlines the use of PI/PII.</p><p><strong>Note:</strong> If your privacy policy does not exist as a link on your website. Please put your homepage in the URL field and provide the Privacy Policy via email to your Transport Agency contact.</p>","input",0,148,57
487,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Privacy","How would you handle a request for data from a local Government Agency?","<p>Please describe:</p><ul><li>How you would respond to the request for data</li>
<li>Would you comply with a request for data without a warrant/court order?</li>
<li>Would you notify the Transport Agency of such a request?</li>
<li>What timeframe would you notify the Transport Agency in?</li>
</ul>","input",0,149,57
488,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Privacy","Will the service provider use the data for any purpose other than the delivery of the service?","<p>Please outline details of any other uses (e.g. data aggregation, business intelligence, third-party sharing etc).</p>","input",0,150,57
489,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Compliance","Please provide information on data disposal processes","<p>The Transport Agency is required under New Zealand Privacy Law to dispose of any Personal Information at the end of the business requirement. Please describe how the data would be disposed at the end of the engagement with the Transport Agency.</p><p><strong>Note: </strong>If you have a formal data disposal process that is documented, email a copy of this document to your Transport Agency contact and note this in the response.</p>","input",0,151,57
490,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Compliance","Please list the appropriate security standards your organisation complies with (e.g. ISO 2700x, NZISM, SOC2 type 2, PCI-DSS, etc.).","<p>Please email related certificates of compliance to your Transport Agency contact.</p>","input",0,152,57
491,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Standard Operating Environments","Do you have appropriate build and hardening standards that meet the agency’s security requirements (e.g. CIS)?","<p>Please provide the server hardening standard you currently use.</p>","input",0,153,57
492,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:24:59","Standard Operating Environments","Do you perform regular tests of your security processes and controls?","<p>Please email your Transport Agency contact a copy of the associated reports.</p><p>These can be redacted penetration tests, remediation reports, a summary findings report or an attestation of a recently (&lt;12 months) completed penetration test where disclosure is not allowed.</p>","action",0,154,57
493,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Patch and Vulnerability Management","Do you utilise protocols and technologies that can protect against DDoS attacks? ","<p>Please provide details of your DoS/DDoS protection system</p>","input",0,155,57
494,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Patch and Vulnerability Management","Does your Terms of Service or SLA include service levels for patch and vulnerability management that includes a defined the maximum exposure window?","<p>Please provide details of your patching and vulnerability management processes.</p><p><strong>Note: </strong>If these are formally documented, please state this in the response field and email a copy of the documentation to your Transport Agency contact.</p>","input",0,156,57
495,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Integration","Can we federate our user identities through  Azure Active Directory or Okta?
","<p>Transport Agency prefers the use of Azure Active Directory primarily (using OAUTH2 or SAML). Okta is available if AAD is not suitable.</p>","action",0,157,57
496,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Multi-factor Authentication","Does your service provide Multi-factor Authentication for users?","<p>The Transport Agency has a requirement for external services that do not federate to use Multi-factor Authentication for staff accounts. Please ensure this is mandated for all Transport Agency staff accounts.</p>","action",0,158,57
497,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Incident Response and Management","Do you have a formal incident response and management process and plans that clearly define how you detect and respond to information security incidents?","<p>Please provide a copy of your incident response plan to your Transport Agency contact.</p><p>Ensure it contains:</p><ul><li>Customer notification protocols (when, how, who)</li>
<li>Incident pipeline</li>
<li>Resolution timeframes</li>
<li>Escalation paths and points of contact</li>
<li>Details of your SIEM</li>
</ul>","action",0,159,57
498,"NZTA\SDLT\Model\Question","2020-06-12 14:33:37","2020-06-12 14:25:00","Terms of Service","Please provide a link to your Service Level Agreement.","<p>Please provide a link to your Service Level Agreement if it exists online. If it exists as a document, please email it to your Transport Agency contact.</p><p>Ensure it contains:</p><ul><li>Return to Operation Timeframes</li>
<li>Maintenance Windows and Downtime Expectations</li>
<li>Uptime Obligations</li>
<li>Points of Contact</li>
<li>Roles and Responsibilities</li>
<li>Data Backup and Restoration Processes</li>
</ul><p><strong>Note: </strong>If this is contained in an existing document, please email the document to your Transport Agency contact and enter the URL to your homepage as the response.</p>","input",0,160,57
499,"NZTA\SDLT\Model\Question","2020-06-12 14:34:33","2020-06-12 14:25:00","Next Steps","Nest Steps from here","<p>After you submit this response form, it will be sent to the Transport Agency Security Architects for review. Please be aware that they may want to reach out with some follow up question.</p><p>If you have marked any questions with a response that indicates you will provide documentation. Please zip this and email to your Transport Agency contact, or subsequently provide them a secure URL to download the documentation. These documents will be stored for reference in the Transport Agency's document management system. This system has been thoroughly vetted and certified for storage of classified documents.</p><p>If you have any questions about this process, please feel free to reach out to the Transport Agency Security Architects. We can be reached via email at: <a href=""mailto:security.architects@example.co.nz"">security.architects@example.co.nz</a></p><p>&nbsp;</p>","action",0,161,57
500,"NZTA\SDLT\Model\Question","2020-06-12 14:51:52","2020-06-12 14:33:14","Information","Information","<p>This questionnaire has been designed by the Transport Agency to evaluate the security posture of your service and organisation.&nbsp; The Transport Agency is currently assessing the suitability of using your product and needs to determine the level of risk this exposes. As there is a possibility that your product will be storing or processing information that is classified under New Zealand law, the Transport Agency is obliged to conduct a security and risk assessment.</p><p>The following questions will cover Privacy, Compliance, Incident Management and Service Level Agreements. You'll be asked to provide basic information in each of these areas. Some of the questions will offer you the ability to provide a copy of existing documents via email to your Transport Agency contact. Where applicable, the key documents that we're looking to evaluate are:</p><ul><li>Privacy Policy</li>
<li>Data Disposal Process Document</li>
<li>Certificates of Compliance (e.g. ISO27001, NZISM, SOC2)</li>
<li>Server Hardening Standard</li>
<li>Recent Penetration Tests Results</li>
<li>Patching and Vulnerability Management Processes</li>
</ul><p>If you have any questions about this process, please feel free to reach out to the Transport Agency Security Architects. We can be reached via email at: <a href=""mailto:security.architects@example.co.nz"">security.architects@example.co.nz</a></p><p>&nbsp;</p>","action",0,144,57
501,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2020-06-12 14:40:31","Information","NZ Government - Cloud Risk Assessment","<p>All NZ Government Agencies are required to ensure appropriate due diligence is done on external vendors. This task will determine if the Agency needs to send a questionnaire to the third-party vendor. The questionnaire would be used to gather information for a risk assessment.</p><p>The Transport Agency has moved away from the standard <a rel=""noopener"" href=""https://snapshot.ict.govt.nz/resources/digital-ict-archive/static/localhost_8000/assets/Guidance-and-Resources/Cloud-ICT-Assurance/Cloud-Risk-Assessment-Tool-v1-1-1.xlsx"" target=""_blank"">DIA Cloud Risk Assessment Tool (GCIO105 Excel)</a> to a simplified version that has ~20 questions. This reflects the Agencies ability to manage Privacy and Information risks through other process (PTA and IDMA).</p><p>&nbsp;The follow questions will be used to determine.</p><p>1. Has the vendor completed a previous standard DIA Cloud Risk Assessment Tool.</p><p>2. Has the vendor got it's own or another organisations equivalent information that it can provide.</p><p>3. Does the Agency actually need to provide questions to the organisation to be answered.</p><p>&nbsp;If you have any questions about this process, please contact the Security Architects via email at <a href=""mailto:security.architects@example.co.nz"">security.architects@example.co.nz</a></p>","action",0,162,5
502,"NZTA\SDLT\Model\Question","2020-06-12 14:40:31","2020-06-12 14:40:31","Previous GCIO105","Has this vendor previously completed a GCIO105?","<p>Has this vendor previously completed a <a rel=""noopener"" href=""https://snapshot.ict.govt.nz/resources/digital-ict-archive/static/localhost_8000/assets/Guidance-and-Resources/Cloud-ICT-Assurance/Cloud-Risk-Assessment-Tool-v1-1-1.xlsx"" target=""_blank"">DIA Cloud Risk Assessment Tool (GCIO105)</a> that would cover how this product is developed, deployed and maintained?</p><p>The vendor will likely have completed one of these if there services have been used by another New Zealand Government Agency. It's worth reaching out to the vendor to see if they have one available.</p><p>&nbsp;</p>","action",0,163,5
503,"NZTA\SDLT\Model\Question","2020-06-12 14:40:32","2020-06-12 14:40:31","Previous GCIO105 Link","Please provide URL of previous GCIO105","Please ensure this link is within the Agencies Document Management System and is accessible by Cyber Security staff.","input",0,164,5
504,"NZTA\SDLT\Model\Question","2020-06-12 14:40:32","2020-06-12 14:40:32","Previous Confirmation","No further action required.","<p>As you have provided a previously completed GCIO105, the Security Architects can now review this to ascertain the existence and efficacy of information, security and privacy controls.</p>","action",0,165,5
505,"NZTA\SDLT\Model\Question","2020-06-12 14:40:32","2020-06-12 14:40:32","Alternate Document","Has this vendor supplied an alternate document that could be used in place of the GCIO105?","<p>A vendor may have provided their own documentation that is equal to, or better than, the GCIO105. This will possibly be the case where the vendor is based overseas and is being used by multiple foreign Government Agencies. It's worth reaching out to the vendor to see if they have their own security assessment or risk assessment documentation they could provide.</p><p>If you receive some documentation, and want to ensure it is fit for purpose, please contact the Security Architects via email at <a href=""mailto:security.architects@example.co.nz"">security.architects@example.co.nz</a></p>","action",0,166,5
506,"NZTA\SDLT\Model\Question","2020-06-12 14:40:32","2020-06-12 14:40:32","Alternate Document Link","Please provide a URL to the alternate assessment documentation","<p>Please ensure this link is within the Agencies Document Management System and is accessible by Cyber Security staff. If there are multiple documents, please put them in a folder and provide a link to that folder.</p><p>&nbsp;</p><p>If you have any questions, please contact the Security Architects via email at <a href=""mailto:security.architects@example.govt.nz"">security.architects@example.co.nz</a></p>","input",0,167,5
507,"NZTA\SDLT\Model\Question","2020-06-12 14:40:32","2020-06-12 14:40:32","Alternate Confirmation","No further action required","<p>As you have provided alternate security assessment documentation, the Security Architects can now review this to ascertain the existence and efficacy of information, security and privacy controls.</p>","action",0,168,5
508,"NZTA\SDLT\Model\Question","2020-06-12 14:40:33","2020-06-12 14:40:33","Big Three","Is the service owned by Microsoft, Amazon or Google?","<p>Is this service one that is owned and provided by Microsoft, Amazon or Google?</p><p>This can be a software service that is offered as part of their cloud platform (i.e. GSuit, Outlook, O365)</p><p>OR:</p><p>Is this a separate product that is owned/controlled/managed by a subsidiary of Microsoft, Amazon, Google? (i.e. Movere)</p><p>&nbsp;</p><p><strong>Note: </strong>This does not cover the adoption of new Cloud Products that are not ""software as a service"". Products that are Platform as a Service (PaaS) or Infrastructure as a Service (IaaS). Products that would fall under the PaaS or IaaS banner include things such as: Amazon EC2, Azure Functions, GCP Containers, GCP Apigee etc.</p>","action",0,169,5
509,"NZTA\SDLT\Model\Question","2020-06-12 14:40:33","2020-06-12 14:40:33","Big Three Bypass","Microsoft, Amazon and Google Cloud SaaS Offerings","<p>SaaS Offerings from the ""Big Three"" do not need to complete a GCIO105 or equivalent.</p><p>No further action with regards to the GCIO105 is required.</p>","action",0,170,5
510,"NZTA\SDLT\Model\Question","2020-06-12 14:40:33","2020-06-12 14:40:33","Exemption","Has this vendor been given a GCIO105 exemption for this product?","<p>Has this vendor been given a GCIO105 exemption for this product?</p><p>Exemptions from a GCIO105 are rare. If you're not aware of an exemption for this vendor, it likely doesn't exist. If you know of, or have an exemption, please click 'Yes'.</p><p>If you have any questions about exemptions, please contact the Security Architects via email at <a href=""mailto:security.architects@example.co.nz"">security.architects@example.co.nz</a></p><p>&nbsp;</p>","action",0,171,5
